ListingId,MarketplaceName,InvalidField
73c63a5f-4c42-4d03-ad68-ba00ad46e06c,EBAY,listing_status
d1be8eba-55e2-48fc-b5d5-2b3ddd2e3940,AMAZON,listing_price
e4486658-b9f8-4cf1-ae5f-49f3cf1fbb36,AMAZON,listing_status
77cae8ec-8b12-4e27-b207-15a9c81ea51e,EBAY,listing_status
0046394b-416e-498a-9fed-86b88a40f068,EBAY,owner_email_address
6e0c0561-d75f-4bd8-b098-affdec006ccb,AMAZON,listing_price
17b7185c-8553-4a38-9ed8-f7470d9b24dc,AMAZON,owner_email_address
a60a048b-8fa1-48ba-a4e4-0f0e779e6251,EBAY,listing_price
ad866ddd-e50a-4deb-94e4-ac56bf84cdb1,AMAZON,owner_email_address
6731d87c-316e-4837-9859-91bd2f9d9eef,EBAY,owner_email_address
ec58724f-c551-4d18-ae5e-4ec159aa801d,AMAZON,owner_email_address
7d5f1315-44b4-4cc0-ba2a-c848bdd7eea0,AMAZON,listing_price
72abbe60-f06a-4643-ac28-3a2426986fdf,EBAY,listing_price
7f077051-925b-42c8-b63c-66be019a93ae,EBAY,listing_price
35e58111-f291-48be-a5a1-3f7629096c98,EBAY,listing_status
bd0aa17d-7126-4122-aeb3-1190791b58f4,EBAY,listing_price
db7cd95a-3e59-4efc-8c98-0978b9b74bdc,EBAY,listing_price
355eb95d-bfc5-422a-911f-faa6d61f0c00,EBAY,listing_price
9dae4e5d-249b-4699-8c83-595eb2fe28a8,EBAY,listing_status
7a665478-5362-4362-bdbd-c757554cbe66,AMAZON,upload_time
d1a0ef15-e343-4aac-824a-12644d9f93b4,EBAY,owner_email_address
1f835282-db1a-4b6e-a816-522d7460b6ce,AMAZON,listing_price
8233bf3c-7d88-4153-bb97-e78e76b247bc,EBAY,listing_price
5ae742c9-e0ec-42b6-93a6-7f5a6565e7fd,EBAY,upload_time
d7a00b92-d614-473c-bb32-91d61b7d90ab,EBAY,listing_status
9dec4835-ad10-472d-997b-f5fece4a5045,AMAZON,listing_price
a3498bf9-a126-445a-9774-047e209ab456,EBAY,upload_time
7846196a-ef8c-4416-9623-784b1abfa592,AMAZON,upload_time
3bf75803-5b8b-4e1c-aa68-7bdd8f6c4dad,AMAZON,listing_status
f5594cd5-64dc-475e-9d41-ed136fbc017a,EBAY,listing_price
f43d61d1-bb53-4faa-9c3a-85f9712e4ab9,EBAY,owner_email_address
8695ce7e-d954-409e-95ed-d94dd5169150,EBAY,listing_price
e0bb6ab5-237c-43e5-9daf-2aa9346ab9c9,AMAZON,listing_price
bc754b28-28be-4e8d-b0f8-7ed2a9e083b6,AMAZON,listing_status
7f84f1bc-53f2-423b-8f16-2778327c90af,AMAZON,listing_price
2107e506-8935-4488-b6a4-ea105821e432,EBAY,owner_email_address
86448ae6-62d0-4b9b-ac18-c9328b8138b8,EBAY,listing_status
ca698858-d8c6-480d-8184-e8521d79f6f3,AMAZON,listing_price
6f706c5d-d902-4c89-b7d6-79f0fdd062eb,EBAY,listing_status
d51ef58d-12fa-4cf8-8ceb-1fcd8c429b74,EBAY,listing_status
2c649438-4b38-4580-bdd0-9b73878659de,EBAY,listing_price
cfaa342b-ad07-496e-ba3f-0780ab95c2fb,AMAZON,listing_price
1f32d8a8-b156-43c5-8393-47bd700961fe,AMAZON,listing_price
1cd760b1-fb01-4abc-84bb-cb45da8ab31e,AMAZON,listing_price
dd720545-7296-4b93-a541-75d8da63dbb8,EBAY,owner_email_address
8237aae5-90c4-4bc4-9305-346d50ed12d2,EBAY,listing_status
661fa0d9-dbd2-44a4-b5d2-8d19aeba5c1c,EBAY,listing_price
37dc473d-f7a1-4c71-b595-0798efb37e02,AMAZON,owner_email_address
76c4d0bc-ca19-420b-ad89-6eb17e3459d9,AMAZON,listing_status
492e8748-c5b0-4688-b0cb-9e25d3873a67,EBAY,listing_price
1cfed9d0-f6bb-481e-994a-2e08388c0e6a,AMAZON,owner_email_address
24fad7cd-5207-40c1-95f3-be528f55cfe0,EBAY,upload_time
07351694-f955-4cd3-bfbe-9562066bded7,AMAZON,listing_status
6db0be59-bc23-4b0d-9084-4123fff1b6ef,EBAY,owner_email_address
f953a4da-320a-4cc3-8145-0a98128bafd0,AMAZON,upload_time
7e0d8949-1bb2-4587-9311-27b390c18750,AMAZON,listing_price
dbc9125a-1540-4aef-9c52-85ee591b353f,AMAZON,upload_time
d5a9278a-a60f-4cfe-bf46-3e08cfa0e983,AMAZON,listing_status
f758b75b-e176-46af-a380-2e9c03696254,AMAZON,listing_price
04bf6de7-c480-4870-ad69-bfb6509a26d8,EBAY,owner_email_address
22055ee4-f611-4413-a15f-6a38f30f446a,EBAY,owner_email_address
832796ba-e751-423e-b649-f22b5db8f4fc,EBAY,listing_price
087d337e-9860-409a-b839-227153668ef8,EBAY,listing_price
4087012d-d48e-4300-b663-a292810ff68a,EBAY,listing_status
eab3cbc1-6ea1-4658-bd32-c6d807f1f9f7,EBAY,listing_price
c4cba46b-09f6-4bf0-b04d-b620c8149860,AMAZON,listing_status
404b7683-7d01-4d68-8670-323c9182ff8e,EBAY,listing_status
dd7bb81a-fd00-4232-9260-f0a0fc493a14,AMAZON,listing_status
5a16f7bf-cc14-4922-bbe9-9902230f1ba4,AMAZON,listing_price
99656006-eef7-4c23-9e51-c7a3e7c0bdd1,AMAZON,listing_status
98a02de0-c64e-4047-b3b3-450b8613a85c,AMAZON,owner_email_address
9cd486e3-ace4-4e1f-91c0-602e28b4bf28,AMAZON,listing_status
61ba6ed4-ff24-4876-8e10-f7ba0551c6db,EBAY,listing_status
8f98761f-c972-496c-adde-9d009728da8f,EBAY,listing_price
5092e950-4160-4309-a0fb-6b99e7b56976,EBAY,owner_email_address
56f8e33c-05c0-44aa-946d-8a1aecf68538,EBAY,listing_price
92794a51-dccc-407b-8ad1-af5cd807bfad,EBAY,upload_time
0e89c2a6-827b-4fa8-8352-bd6d3187b15d,AMAZON,upload_time
2c089d57-36fb-4e02-b9d0-0101f7a6cfaf,EBAY,owner_email_address
fee7f920-b7c3-4708-9655-b1d5d5a3d4ca,EBAY,upload_time
074ebf2e-28e5-4e2e-85c0-b6fd65ef6131,EBAY,listing_price
e1c0de7a-e66b-4eb5-ab9d-16e93b552c4d,EBAY,upload_time
0d8a26e4-8ec3-453a-aa24-0d64f117f4a2,EBAY,owner_email_address
4349b5d0-baff-405e-b243-7cc266a0b012,EBAY,listing_status
2a335f56-2083-4677-82a3-aca97c7887d4,EBAY,owner_email_address
9b7e15e4-3ff4-4471-b6ac-6a0343d69acb,EBAY,listing_status
5152c015-a200-414b-ab49-b914becb1fc7,AMAZON,listing_price
704d55bf-3818-4d47-9de8-7d2aed2acbe1,EBAY,listing_status
a1bbdb55-2f82-4deb-b8dd-c8fd0880049f,AMAZON,upload_time
a824dd45-94a7-462d-8f2a-c3eb7fcd213d,AMAZON,owner_email_address
0b43483a-e144-4850-bfd4-fd8d65b527e4,EBAY,listing_price
ebe0cfda-1807-410c-ab4f-960792631481,AMAZON,listing_status
66ea7791-1676-41a8-956d-b3766c846efe,EBAY,owner_email_address
cde089de-9351-49f4-b4da-a3e8f843d8cc,EBAY,listing_status
9fd9c640-87c7-44ba-ad3c-632ea6b5ae63,EBAY,listing_price
822439cf-4212-4d7b-bd99-b271a2803a3f,AMAZON,owner_email_address
bbcbd6f5-ab4c-4691-940c-cc938cc99880,AMAZON,listing_price
1e148cb0-012a-4775-92b6-1810a03404da,EBAY,owner_email_address
15c28047-40ff-40a6-aab5-f8e69084482a,EBAY,listing_status
04bd0782-9111-476d-997a-545b4d331332,EBAY,listing_price
4f5e915c-e8cc-495f-9e5c-9f32574bbf6d,AMAZON,listing_price
35d63e4d-392e-42fd-aef3-0be24f637cf2,EBAY,listing_status
efcb3938-0825-4564-a499-67783d8c393d,EBAY,listing_price
404ccadc-3d02-4f3b-9984-395aeb91ce99,EBAY,listing_price
1c9bdb12-f5f2-4949-baa5-eed7e854c398,EBAY,upload_time
bc6cc677-8792-4037-b60c-60ae8dadb1ac,AMAZON,listing_price
fe2abb16-b286-42c2-bc85-3c15bc3c2087,EBAY,owner_email_address
6ea39764-a149-4ace-8167-19a445c3d41f,AMAZON,owner_email_address
b3e21908-9e69-4f76-872e-18ef4b5649dc,EBAY,upload_time
59f74b34-0483-4250-9807-b6f2f909cce4,AMAZON,listing_price
0671eb7b-f11b-4bb9-98f3-ff4ced9f78da,AMAZON,listing_status
5e294fd8-5f34-44ff-ae72-ca3577993931,AMAZON,upload_time
bc0960e9-3678-45b6-8e8a-5948f92a3050,AMAZON,listing_price
701c2ece-fdfd-417d-8763-368c033d6e2e,EBAY,owner_email_address
bf3cb39f-fbdf-48f8-92de-41f1a4463411,EBAY,upload_time
2fb1ddbd-5797-47ba-8f4c-4913dc068b6f,EBAY,listing_status
679be1ae-208b-46c1-b46e-e5675baba262,AMAZON,listing_status
55b9ee14-b4d0-454f-8e38-e4b5ee4585e4,EBAY,listing_price
55f0a7c2-6447-4579-a6c3-badcb394bac9,EBAY,listing_status
367fe29e-e65d-4b9b-9a78-91b104fa5a0e,AMAZON,listing_status
f0e416d2-1165-4b61-bf30-1b92a1fc2ba3,AMAZON,listing_status
e8508284-8549-47c0-bb84-0cb3b05265ec,EBAY,listing_status
fedc9b20-8459-46e4-8ad9-389f5cb345a4,AMAZON,listing_status
3d85d890-fef4-49f5-9b99-ecb61f901746,EBAY,owner_email_address
8f03d9bb-2128-4cbf-b3dc-af07e0ed2158,AMAZON,listing_status
aecadbb6-97c0-4dfd-8e63-cfc37164cee5,AMAZON,owner_email_address
722699ff-9163-4b97-92cf-d76a8839e1ff,EBAY,owner_email_address
d2dd42b5-2dce-47d3-bd00-b0477c330df1,EBAY,owner_email_address
4f1fc9e6-cb69-4702-b1f2-9bfca4d304d3,EBAY,upload_time
e5b2085d-34f7-4ffa-8f8f-65180976e837,EBAY,upload_time
b00d91df-ad2f-4763-8bf2-208ee8b6c466,EBAY,owner_email_address
d29e967d-0210-4b88-8bc8-2101fe4dd693,AMAZON,upload_time
d62875db-50ee-4d0f-8c87-b40c3b1c3c65,AMAZON,listing_status
fc4f25cb-cd3d-488b-ad17-d92432adf129,EBAY,listing_status
af6cf444-76b0-452d-84bc-75bdfebe4198,AMAZON,listing_price
03f49900-620b-400a-b9d9-70dab4a40efa,AMAZON,listing_price
04fd3101-5ea9-4d3a-809b-ba4c57ee2628,EBAY,listing_status
1118eb6d-797f-4050-baf5-9920d2c3032a,AMAZON,listing_status
581cf233-83ff-44f5-aafd-2256e51cb856,EBAY,listing_status
af818939-949f-492b-ab69-85799bf454f0,EBAY,listing_price
e21cbd8d-af96-4156-b04f-aad207e7ace4,AMAZON,listing_status
2c948e81-0451-4b46-af15-21ab60ce3a00,EBAY,listing_status
3624ec1e-37de-4678-8a02-e262406ebf7c,EBAY,owner_email_address
5b091801-ad76-4f3f-be8e-69767c626c1d,AMAZON,owner_email_address
34ce335d-1ac7-4368-b54a-2038fa867910,EBAY,listing_price
b57e4c2f-d908-4508-a947-fc83138c43eb,AMAZON,owner_email_address
ed0b9f2d-d177-40b1-b345-24775c1b8adb,EBAY,listing_price
afd78523-7b40-4059-a170-076b050df3af,AMAZON,listing_status
a6c4537f-76ac-4a85-b52e-7800c11018fb,AMAZON,listing_status
b6260827-528a-4764-a3a2-d4b559829fbf,EBAY,owner_email_address
75fd78ff-8c2a-4c23-860e-c53864d54424,AMAZON,listing_status
f1805b15-8ad4-4613-bd39-baba19976ac2,AMAZON,owner_email_address
3f5ece8b-0168-4e67-8278-d463bfea150d,EBAY,listing_price
ca8b781d-ca8e-4938-bc68-f98032afeefd,AMAZON,upload_time
f827f3f6-cf6d-42ab-b216-dcd2abf81b59,AMAZON,upload_time
1cb7ecc1-54e3-425b-ab03-409cae7cd233,EBAY,listing_price
ad6122b3-6d7c-4409-be41-1c4bb3bbc18d,AMAZON,owner_email_address
d979cad7-8d9c-4cbe-893f-41ebd3d725b9,EBAY,listing_price
